03/24/22 12:15:44 P:INFO:****URL is launched successfully****
03/24/22 12:16:14 P:INFO:++++Login Success++++
03/24/22 12:16:23 P:INFO:****Logout success****
03/24/22 02:42:53 P:INFO:

03/24/22 02:42:53 P:INFO:====== WebDriver manager ======
03/24/22 02:42:53 P:INFO:Current google-chrome version is 99.0.4844
03/24/22 02:42:53 P:INFO:Get LATEST chromedriver version for 99.0.4844 google-chrome
03/24/22 02:42:56 P:INFO:There is no [mac64] chromedriver for browser 99.0.4844 in cache
03/24/22 02:42:56 P:INFO:Trying to download new driver from https://chromedriver.storage.googleapis.com/99.0.4844.51/chromedriver_mac64.zip
03/24/22 02:42:57 P:INFO:Driver has been saved in cache [/Users/ticvictech/.wdm/drivers/chromedriver/mac64/99.0.4844.51]
03/24/22 02:43:10 P:INFO:****URL is launched successfully****
03/24/22 02:43:40 P:INFO:++++Login Success++++
03/24/22 02:43:49 P:INFO:****Logout success****
03/24/22 02:49:13 P:INFO:****URL is launched successfully****
03/24/22 02:49:43 P:INFO:++++Login Success++++
03/24/22 02:49:52 P:INFO:****Logout success****
03/25/22 10:24:14 P:INFO:

03/25/22 10:24:14 P:INFO:====== WebDriver manager ======
03/25/22 10:24:14 P:INFO:Current google-chrome version is 99.0.4844
03/25/22 10:24:14 P:INFO:Get LATEST chromedriver version for 99.0.4844 google-chrome
03/25/22 10:24:14 P:INFO:Trying to download new driver from https://chromedriver.storage.googleapis.com/99.0.4844.51/chromedriver_mac64.zip
03/25/22 10:24:15 P:INFO:Driver has been saved in cache [/Users/ticvictech/.wdm/drivers/chromedriver/mac64/99.0.4844.51]
03/25/22 10:24:29 P:INFO:****URL is launched successfully****
03/25/22 10:24:58 P:INFO:++++Login Success++++
03/25/22 10:25:08 P:INFO:****Logout success****
03/25/22 10:25:55 P:INFO:

03/25/22 10:25:55 P:INFO:====== WebDriver manager ======
03/25/22 10:25:55 P:INFO:Current google-chrome version is 99.0.4844
03/25/22 10:25:55 P:INFO:Get LATEST chromedriver version for 99.0.4844 google-chrome
03/25/22 10:25:55 P:INFO:Driver [/Users/ticvictech/.wdm/drivers/chromedriver/mac64/99.0.4844.51/chromedriver] found in cache
03/25/22 10:26:08 P:INFO:****URL is launched successfully****
03/25/22 10:26:37 P:INFO:++++Login Success++++
03/25/22 10:26:47 P:INFO:****Logout success****
03/25/22 11:03:54 P:INFO:

03/25/22 11:03:54 P:INFO:====== WebDriver manager ======
03/25/22 11:03:54 P:INFO:Current google-chrome version is 99.0.4844
03/25/22 11:03:54 P:INFO:Get LATEST chromedriver version for 99.0.4844 google-chrome
03/25/22 11:03:54 P:INFO:Driver [/Users/ticvictech/.wdm/drivers/chromedriver/mac64/99.0.4844.51/chromedriver] found in cache
